prompt,prompt_len,target
The following is a multiple choice question. Context: Remy gave Aubrey a goal for how fast to finish the race and Aubrey reached.| Question: Why did Aubrey do this?| Option A: wanted to make Remy proud| Option B: wanted to slack off and not try| Option C: wanted to make Remy look bad. The correct answer is ,71,1
The following is a multiple choice question. Context: Jesse faced every challenge with an upbeat attitude.| Question: How would you describe Jesse?| Option A: positive outlook| Option B: gives up easily| Option C: pessimistic outlook. The correct answer is ,53,1
The following is a multiple choice question. Context: Tracy layered their cards on the table feeling confident that she won the game.| Question: Why did Tracy do this?| Option A: Make a big bet| Option B: needed to get the cards| Option C: Lose all the money from losing the game. The correct answer is ,69,1
The following is a multiple choice question. Context: Ash had a broken foot and couldnt do certain tasks at work. Aubrey performed Ash's duty for her.| Question: How would you describe Aubrey?| Option A: a person who enjoys helping others| Option B: fail everyone| Option C: someone who hates helping others. The correct answer is ,72,1
"The following is a multiple choice question. Context: Lee started his new job, which he had to get up early.| Question: How would you describe Lee?| Option A: a go-getter when it comes to skipping his first day at work| Option B: tired| Option C: a go-getter ready to tackle his first day. The correct answer is ",76,3
The following is a multiple choice question. Context: Cameron studied karate for years with the dojo master.| Question: What does Cameron need to do before this?| Option A: quit karate| Option B: stay at home| Option C: practice. The correct answer is ,56,3
"The following is a multiple choice question. Context: Kendall pushed Bailey over they edge, but Bailey told on Kendall.| Question: What will happen to Kendall?| Option A: they will get a reward| Option B: they will get praised| Option C: they will get punished. The correct answer is ",63,3
The following is a multiple choice question. Context: kai worked all day in a tobacco factory so he smelled horrible after work.| Question: How would Kai feel afterwards?| Option A: as happy| Option B: as irritated| Option C: as delighted. The correct answer is ,58,2
The following is a multiple choice question. Context: Taylor returned the bible to the stand so it would be easily accessible for fighting evil.| Question: What will happen to Taylor?| Option A: be careful around the stand| Option B: be prepared to fight the demons| Option C: be ready to see the movies. The correct answer is ,71,2
"The following is a multiple choice question. Context: Casey was 75% full in the tank, but Casey bought gas anyway.| Question: How would Casey feel afterwards?| Option A: helpless| Option B: spontaneous| Option C: conservative. The correct answer is ",57,3
"The following is a multiple choice question. Context: Robin was laughing so hard they peed their pants, so Robin changed them.| Question: Why did Robin do this?| Option A: have their accident unnoticed| Option B: show everyone what happened| Option C: get some privacy. The correct answer is ",64,1
The following is a multiple choice question. Context: Remy wanted Carson's kids to go camping at the national park.| Question: How would Remy feel afterwards?| Option A: Spiteful of the kids| Option B: Hateful| Option C: Generous with time. The correct answer is ,62,3
The following is a multiple choice question. Context: Jesse borrowed Jordan's car for the weekend in order to move apartments.| Question: What does Jesse need to do before this?| Option A: needed to steal the car| Option B: needed to learn how to drive| Option C: needed to not have a driver's license. The correct answer is ,75,2
The following is a multiple choice question. Context: Taylor kicked the bucket after a very long and successful life on the beach.| Question: How would Others feel as a result?| Option A: upset| Option B: had felt happy| Option C: happy. The correct answer is ,59,1
