prompt,prompt_len,target
"The girl counted the notes in a businesslike manner, secured them in her handbag, and rose. | The girl had counted the notes before burning them.",32,1
oh really i dated uh i dated a nice Jewish girl for many years up in Chicago and i was the only Goyim at at all the you know Seder dinners and everything and i used to have to go with rolls of not pocketful of change to buy all this bread the kids would sell me | I have never dated a Jewish girl before.,70,1
"Since October 1995, the Unified Agenda has been published electronically and is searchable either through RISC's web site (//reginfo.gov) or the Government Printing Office's GPO Access web site (which can be accessed through //www.access.gpo.gov). | Before the Unified Agenda was published electronically, it was hard to find in other places.",79,0
Seven sea-front cottages in tropical gardens on the cliffs. | Seven cottages are right on the water and have private entrances.,26,0
"During the war there were no races."" | During the war, the number of races really increased. ",22,1
You could probably get two or three of me for one Garrison now. | Garrison isn't worth half of one of me now.,28,1
um mostly what i do i do do some crafts like it mentioned in the thing and then i i read a lot | I do crafts and a lot of reading.,34,0
So much for the cruel stereotype of the pea-brained dinosaur. | Dinosaurs are very smart.,21,1
yeah that really is and i didn't think that i was going to enjoy that uh just from what people had told me about it and and i thought well it's not going to be that good but i i really did enjoy that | Most of the people I talked to said it was really bad.,63,0
"The online Times offers a daily Whitewater, Etc. update, as well as flashbacks to Whitewater coverage from a year and two years ago. | The online Times never covers Whitewater-related news. ",43,1
The six years of Mary's reign were turbulent ones. | Mary's six year reign was turbulent mostly because of outside insurgent groups and other factors unrelated to her governing. ,38,0
"As we have previously reported, the extent to which individual accounts would affect national saving depends on how they are financed, how the program is structured, and how people adjust their own saving behavior in response to individual accounts. | National savings would certainly be unaffected by individual accounts.",55,1
Robot punch. | Robots are programmed not to punch.,12,1
"Inside the church, stand in the choir to appreciate the majesty of the dome. | The dome can best be appreciated in the choir area.",29,0
She says Newsweek 's Eleanor Clift has gone beyond the call of duty to earn [her] presidential kneepads. | She says Newsweek's Eleanor Clift has not gone beyond the call of duty.,44,1
"In another situation, we noted that a program lacked an effective method to monitor the professional growth of new and inexperienced staff. | We have only noted one situation ever.",34,1
"Compliance assessments, as defined by IRS and Customs, do not represent financial receivables. | The IRS and Customs definition is the only one that has widespread acknowledgment.",33,0
and how much shrimp would you use | How much crab would you use?,16,1
"Therefore, for the purpose of a classification system for financial reporting, the fee is akin to dedicated taxes that are also related in the aggregate to associated costs and that are classified as nonexchange revenue (e.g. | For the purpose of a classification system for financial reporting, the fee is not akin to dedicated taxes",64,1
"They might have a fleet."" | There could be a bunch of them.",16,0
"Prior to the game, one million people line Colorado Boulevard to see the fabulous floats in the Tournament of Roses Parade, a tradition for over 100 years. | A million people showed up on Colorado Boulevard before the game.",47,0
Phase I Sulfur Dioxide Requirements | The Phase I regards Zinc Dioxide Requirements,14,1
but even today like with your waste oil when you drain the oil and change the oil now i have to bring it to a disposal center i can i no longer can put it in in the trash you know or in a container yeah we have | I hate taking my oil to a disposal center because it's so far away.,67,0
The mosque and tomb were erected on the bed of sand that covered the temple and now sit five m (20 ft) or so above the excavated floor level. | The tomb and mosque are built on solid rock.,45,1
